school/gender.chool Name,school/gender.Grade,school/gender.Year,school/gender.Category,school/gender.Number Tested,school/gender.Mean Scale Score,school/gender.Level1_N,school/gender.Level1_%,school/gender.Level2_N,school/gender.Level2_%,school/gender.Level3_N,school/gender.Level3_%,school/gender.Level4_N,school/gender.Level4_%,school/gender.Level3+4_N,school/gender.Level3+4_%,DBN
URBAN SCHOLARS COMMUNITY SCHOOL,5,2013,Male,25,271.0,17.0,68.0,6.0,24.0,2.0,8.0,0.0,0.0,2.0,8.0,12X463
PSIS 187 HUDSON CLIFFS,5,2015,Male,35,315.0,3.0,8.6,16.0,45.7,13.0,37.1,3.0,8.6,16.0,45.7,06M187
PS 040 SAMUEL HUNTINGTON,All Grades,2014,Male,129,278.0,77.0,59.7,42.0,32.6,10.0,7.8,0.0,0.0,10.0,7.8,28Q040
PS 090 HORACE MANN,3,2013,Male,62,298.0,21.0,33.9,25.0,40.3,16.0,25.8,0.0,0.0,16.0,25.8,27Q090
PS 138 BROOKLYN,All Grades,2015,Male,210,292.0,75.0,35.7,94.0,44.8,33.0,15.7,8.0,3.8,41.0,19.5,17K138
EAST WEST SCHOOL OF INTERNATIONAL STUDIES,6,2017,Male,48,320.0,2.0,4.2,22.0,45.8,11.0,22.9,13.0,27.1,24.0,50.0,25Q281
HAWTREE CREEK MIDDLE SCHOOL,8,2017,Female,71,313.0,7.0,9.9,28.0,39.4,26.0,36.6,10.0,14.1,36.0,50.7,27Q297
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,7,2015,Male,44,321.0,5.0,11.4,12.0,27.3,19.0,43.2,8.0,18.2,27.0,61.4,17K590
PS 124 OSMOND A CHURCH,5,2016,Female,74,306.0,21.0,28.4,22.0,29.7,22.0,29.7,9.0,12.2,31.0,41.9,27Q124
PSMS 004 CROTONA PARK WEST,3,2013,Male,34,269.0,22.0,64.7,11.0,32.4,1.0,2.9,0.0,0.0,1.0,2.9,09X004
PS 064 JOSEPH P ADDABBO,All Grades,2016,Female,165,317.0,30.0,18.2,50.0,30.3,59.0,35.8,26.0,15.8,85.0,51.5,27Q064
PS 083 DONALD HERTZ,7,2013,Male,103,297.0,32.0,31.1,49.0,47.6,14.0,13.6,8.0,7.8,22.0,21.4,11X083
PSMS 138 SUNRISE,7,2016,Female,50,302.0,10.0,20.0,24.0,48.0,15.0,30.0,1.0,2.0,16.0,32.0,29Q138
PS 154 HARRIET TUBMAN,5,2015,Female,17,277.0,12.0,70.6,3.0,17.6,2.0,11.8,0.0,0.0,2.0,11.8,05M154
PS 098 SHORAC KAPPOCK,3,2014,Male,40,269.0,24.0,60.0,12.0,30.0,4.0,10.0,0.0,0.0,4.0,10.0,06M098
CHOOL FOR DEMOCRACY AND LEADERSHIP,6,2014,Male,5,,,,,,,,,,,,17K533
PS 058 THE CARROLL,4,2013,Female,59,331.0,3.0,5.1,14.0,23.7,22.0,37.3,20.0,33.9,42.0,71.2,15K058
PS 042 BENJAMIN ALTMAN,5,2017,Female,56,318.0,11.0,19.6,14.0,25.0,14.0,25.0,17.0,30.4,31.0,55.4,02M042
PS 181 BROOKFIELD,All Grades,2013,Male,98,289.0,48.0,49.0,32.0,32.7,14.0,14.3,4.0,4.1,18.0,18.4,29Q181
PSIS 113 ANTHONY J PRANZO,All Grades,2015,Female,308,316.0,39.0,12.7,115.0,37.3,111.0,36.0,43.0,14.0,154.0,50.0,24Q113
JHS 189 DANIEL CARTER BEARD,All Grades,2016,Female,316,313.0,54.0,17.1,109.0,34.5,92.0,29.1,61.0,19.3,153.0,48.4,25Q189
PS 235 JANICE MARIE KNIGHT SCHOOL,All Grades,2014,Male,339,311.0,75.0,22.1,99.0,29.2,112.0,33.0,53.0,15.6,165.0,48.7,18K235
MS 301 PAUL L DUNBAR,7,2017,Male,35,279.0,19.0,54.3,15.0,42.9,1.0,2.9,0.0,0.0,1.0,2.9,08X301
THE URBAN ASSEMBLY UNISON SCHOOL,6,2015,Male,23,270.0,15.0,65.2,8.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,13K351
PS K225  THE EILEEN E ZAGLIN,7,2013,Male,58,288.0,25.0,43.1,23.0,39.7,9.0,15.5,1.0,1.7,10.0,17.2,21K225
JHS 067 LOUIS PASTEUR,8,2015,Female,144,332.0,9.0,6.3,29.0,20.1,56.0,38.9,50.0,34.7,106.0,73.6,26Q067
PS X140 THE EAGLE SCHOOL,3,2015,Male,47,282.0,29.0,61.7,12.0,25.5,6.0,12.8,0.0,0.0,6.0,12.8,08X140
PS 004 DUKE ELLINGTON,3,2014,Female,54,289.0,23.0,42.6,20.0,37.0,11.0,20.4,0.0,0.0,11.0,20.4,06M004
PS 205 ALEXANDER GRAHAM BELL,3,2016,Female,22,337.0,1.0,4.5,2.0,9.1,15.0,68.2,4.0,18.2,19.0,86.4,26Q205
PS 063 AUTHOR S ACADEMY,All Grades,2014,Male,103,300.0,31.0,30.1,36.0,35.0,34.0,33.0,2.0,1.9,36.0,35.0,09X063
PSIS 087 MIDDLE VILLAGE,7,2017,Female,31,314.0,2.0,6.5,13.0,41.9,12.0,38.7,4.0,12.9,16.0,51.6,24Q087
PS 110,All Grades,2017,Male,45,313.0,5.0,11.1,18.0,40.0,20.0,44.4,2.0,4.4,22.0,48.9,24Q110
PS 066 SCHOOL OF HIGHER EXPECTATIONS,3,2013,Female,34,293.0,14.0,41.2,15.0,44.1,5.0,14.7,0.0,0.0,5.0,14.7,12X066
THE CHRISTA MCAULIFFE SCHOOL\IS 187,6,2016,Male,130,346.0,6.0,4.6,8.0,6.2,18.0,13.8,98.0,75.4,116.0,89.2,20K187
PS 140 EDWARD K ELLINGTON,3,2017,Female,16,301.0,7.0,43.8,5.0,31.3,4.0,25.0,0.0,0.0,4.0,25.0,28Q140
IS 096 SETH LOW,8,2014,Female,109,298.0,33.0,30.3,49.0,45.0,20.0,18.3,7.0,6.4,27.0,24.8,21K096
MS 839,7,2017,Female,36,318.0,5.0,13.9,10.0,27.8,15.0,41.7,6.0,16.7,21.0,58.3,15K839
THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2015,Male,230,329.0,11.0,4.8,46.0,20.0,96.0,41.7,77.0,33.5,173.0,75.2,15K447
PSIS 208,6,2017,Female,46,309.0,9.0,19.6,17.0,37.0,9.0,19.6,11.0,23.9,20.0,43.5,29Q208
PIONEER ACADEMY,4,2014,Female,96,291.0,42.0,43.8,37.0,38.5,15.0,15.6,2.0,2.1,17.0,17.7,24Q307
IS 392,6,2017,Female,60,319.0,4.0,6.7,28.0,46.7,12.0,20.0,16.0,26.7,28.0,46.7,23K392
PS 65 THE ACADEMY OF INNOVATIVE LEARNING,All Grades,2015,Female,87,320.0,8.0,9.2,34.0,39.1,32.0,36.8,13.0,14.9,45.0,51.7,31R065
PS 056 NORWOOD HEIGHTS,5,2016,Female,62,314.0,9.0,14.5,23.0,37.1,23.0,37.1,7.0,11.3,30.0,48.4,10X056
PS 261 PHILIP LIVINGSTON,5,2014,Male,53,299.0,20.0,37.7,13.0,24.5,12.0,22.6,8.0,15.1,20.0,37.7,15K261
PS 035 NATHANIEL WOODHULL,4,2014,Male,44,299.0,11.0,25.0,18.0,40.9,13.0,29.5,2.0,4.5,15.0,34.1,29Q035
PS 029 QUEENS,4,2015,Female,62,316.0,8.0,12.9,26.0,41.9,17.0,27.4,11.0,17.7,28.0,45.2,25Q029
PS 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MULTIMEDIA AND COMMUNICATION,3,2017,Male,40,292.0,18.0,45.0,14.0,35.0,8.0,20.0,0.0,0.0,8.0,20.0,28Q080
RIVERDALE AVENUE MIDDLE SCHOOL,7,2015,Female,22,288.0,10.0,45.5,10.0,45.5,2.0,9.1,0.0,0.0,2.0,9.1,23K668
PS 019 ASHER LEVY,5,2015,Male,14,313.0,2.0,14.3,7.0,50.0,3.0,21.4,2.0,14.3,5.0,35.7,01M019
JHS 292 MARGARET S DOUGLAS,7,2016,Female,86,304.0,25.0,29.1,33.0,38.4,18.0,20.9,10.0,11.6,28.0,32.6,19K292
PSIS 217 ROOSEVELT ISLAND,3,2014,Male,24,308.0,5.0,20.8,7.0,29.2,11.0,45.8,1.0,4.2,12.0,50.0,02M217
PS 268 EMMA LAZARUS,4,2014,Male,31,285.0,11.0,35.5,15.0,48.4,5.0,16.1,0.0,0.0,5.0,16.1,18K268
PS 043,All Grades,2016,Male,278,289.0,107.0,38.5,122.0,43.9,46.0,16.5,3.0,1.1,49.0,17.6,27Q043
PSIS 045 HORACE E GREENE,6,2017,Male,37,282.0,17.0,45.9,15.0,40.5,4.0,10.8,1.0,2.7,5.0,13.5,32K045
PS 092 MARY MCLEOD BETHUNE,5,2015,Male,12,285.0,6.0,50.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,05M092
PSIS 210  TWENTY FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,6,2014,Female,19,288.0,9.0,47.4,6.0,31.6,4.0,21.1,0.0,0.0,4.0,21.1,06M210
PS 038 ROSEDALE,4,2017,Male,18,299.0,6.0,33.3,6.0,33.3,5.0,27.8,1.0,5.6,6.0,33.3,29Q038
PS 122 MAMIE FAY,5,2016,Male,83,313.0,21.0,25.3,27.0,32.5,15.0,18.1,20.0,24.1,35.0,42.2,30Q122
PS 316 ELIJAH STROUD,3,2017,Female,25,330.0,2.0,8.0,5.0,20.0,14.0,56.0,4.0,16.0,18.0,72.0,17K316
PS 015 ROBERTO CLEMENTE,All Grades,2013,Male,36,283.0,16.0,44.4,17.0,47.2,3.0,8.3,0.0,0.0,3.0,8.3,01M015
PS 189 THE BILINGUAL CENTER,5,2016,Male,44,311.0,7.0,15.9,16.0,36.4,19.0,43.2,2.0,4.5,21.0,47.7,17K189
TEM INSTITUTE OF MANHATTAN,5,2016,Female,6,267.0,5.0,83.3,1.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,03M241
PS 105 THE BAY SCHOOL,6,2016,Female,25,294.0,8.0,32.0,13.0,52.0,3.0,12.0,1.0,4.0,4.0,16.0,27Q105
PS 159 LUIS MUNOZ MARIN BILING,All Grades,2016,Male,46,291.0,22.0,47.8,15.0,32.6,6.0,13.0,3.0,6.5,9.0,19.6,10X159
RONALD EDMONDS LEARNING CENTER II,8,2016,Female,22,304.0,2.0,9.1,13.0,59.1,6.0,27.3,1.0,4.5,7.0,31.8,17K484
PS 040 SAMUEL HUNTINGTON,All Grades,2013,Female,118,287.0,62.0,52.5,43.0,36.4,10.0,8.5,3.0,2.5,13.0,11.0,28Q040
PSMS 20 POGEORGE J WERDANN III,All Grades,2016,Female,331,303.0,70.0,21.1,170.0,51.4,75.0,22.7,16.0,4.8,91.0,27.5,10X020
MS 180 DR DANIEL HALE WILLIAMS,All Grades,2017,Male,379,307.0,73.0,19.3,141.0,37.2,127.0,33.5,38.0,10.0,165.0,43.5,11X180
THE MATH & SCIENCE EXPLORATORY SCHOOL,All Grades,2013,Male,240,326.0,10.0,4.2,74.0,30.8,84.0,35.0,72.0,30.0,156.0,65.0,15K447
JHS 185 EDWARD BLEEKER,All Grades,2014,Female,706,315.0,125.0,17.7,226.0,32.0,174.0,24.6,181.0,25.6,355.0,50.3,25Q185
PS 005 ELLEN LURIE,All Grades,2016,Male,126,282.0,59.0,46.8,50.0,39.7,16.0,12.7,1.0,0.8,17.0,13.5,06M005
GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,8,2016,Female,32,296.0,10.0,31.3,10.0,31.3,10.0,31.3,2.0,6.3,12.0,37.5,11X272
PS 096 RICHARD RODGERS,5,2017,Male,93,285.0,44.0,47.3,31.0,33.3,16.0,17.2,2.0,2.2,18.0,19.4,11X096
PS 059 BEEKMAN HILL INTERNATIONAL,3,2015,Female,45,325.0,3.0,6.7,13.0,28.9,25.0,55.6,4.0,8.9,29.0,64.4,02M059
PS 195 WILLIAM HABERLE,3,2015,Female,55,292.0,23.0,41.8,22.0,40.0,10.0,18.2,0.0,0.0,10.0,18.2,29Q195
PS 102 THE BAYVIEW,4,2016,Female,114,317.0,18.0,15.8,34.0,29.8,32.0,28.1,30.0,26.3,62.0,54.4,20K102
PS 121 THROOP,5,2014,Male,71,292.0,38.0,53.5,17.0,23.9,12.0,16.9,4.0,5.6,16.0,22.5,11X121
JHS 278 MARINE PARK,8,2013,Male,151,294.0,47.0,31.1,71.0,47.0,27.0,17.9,6.0,4.0,33.0,21.9,22K278
HAMILTON HEIGHTS SCHOOL,5,2014,Male,13,298.0,6.0,46.2,3.0,23.1,3.0,23.1,1.0,7.7,4.0,30.8,06M368
MS 390,8,2015,Female,55,291.0,17.0,30.9,29.0,52.7,5.0,9.1,4.0,7.3,9.0,16.4,10X390
PS 175 CITY ISLAND,3,2017,Male,12,301.0,3.0,25.0,4.0,33.3,5.0,41.7,0.0,0.0,5.0,41.7,11X175
PS 290 MANHATTAN NEW SCHOOL,3,2014,Female,52,327.0,5.0,9.6,12.0,23.1,27.0,51.9,8.0,15.4,35.0,67.3,02M290
PS 023 CARTER G WOODSON,4,2015,Male,20,274.0,10.0,50.0,6.0,30.0,4.0,20.0,0.0,0.0,4.0,20.0,14K023
PSMS 147 RONALD MCNAIR,6,2016,Female,25,309.0,5.0,20.0,10.0,40.0,7.0,28.0,3.0,12.0,10.0,40.0,29Q147
MS 053 BRIAN PICCOLO,7,2014,Male,61,273.0,39.0,63.9,20.0,32.8,1.0,1.6,1.0,1.6,2.0,3.3,27Q053
THE QUEENS COLLEGE SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,All Grades,2016,Female,157,336.0,2.0,1.3,26.0,16.6,71.0,45.2,58.0,36.9,129.0,82.2,25Q499
PS 6 CORPORAL ALLAN F KIVLEHAN SCHOOL,5,2017,Female,51,324.0,8.0,15.7,14.0,27.5,15.0,29.4,14.0,27.5,29.0,56.9,31R006
PSMS 029 MELROSE SCHOOL,All Grades,2017,Male,243,279.0,127.0,52.3,88.0,36.2,21.0,8.6,7.0,2.9,28.0,11.5,07X029
PS 009 TEUNIS G BERGEN,5,2017,Female,43,325.0,12.0,27.9,6.0,14.0,10.0,23.3,15.0,34.9,25.0,58.1,13K009
PS 360,3,2017,Male,31,290.0,15.0,48.4,8.0,25.8,7.0,22.6,1.0,3.2,8.0,25.8,10X360
CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL  CASA,6,2017,Female,33,295.0,11.0,33.3,16.0,48.5,4.0,12.1,2.0,6.1,6.0,18.2,11X462
PS 146 HOWARD BEACH,7,2015,Female,29,322.0,3.0,10.3,5.0,17.2,18.0,62.1,3.0,10.3,21.0,72.4,27Q146
PS 181 BROOKFIELD,All Grades,2014,Female,75,299.0,25.0,33.3,31.0,41.3,16.0,21.3,3.0,4.0,19.0,25.3,29Q181
PS 047 CHRIS GALAS,7,2014,Female,5,,,,,,,,,,,,27Q047
PS 188 THE ISLAND SCHOOL,4,2015,Female,30,282.0,19.0,63.3,7.0,23.3,3.0,10.0,1.0,3.3,4.0,13.3,01M188
PS 054 HILLSIDE,5,2017,Male,44,294.0,23.0,52.3,9.0,20.5,7.0,15.9,5.0,11.4,12.0,27.3,28Q054
PS 279 HERMAN SCHREIBER,3,2014,Male,46,285.0,23.0,50.0,17.0,37.0,6.0,13.0,0.0,0.0,6.0,13.0,18K279
PS 089 ELMHURST,4,2016,Male,164,312.0,34.0,20.7,53.0,32.3,46.0,28.0,31.0,18.9,77.0,47.0,24Q089
PS 200 THE JAMES MCCUNE SMITH SCHOOL,4,2016,Male,36,283.0,19.0,52.8,10.0,27.8,7.0,19.4,0.0,0.0,7.0,19.4,05M200
PS 38 ROBERTO CLEMENTE,3,2017,Female,17,279.0,13.0,76.5,3.0,17.6,1.0,5.9,0.0,0.0,1.0,5.9,04M038
HERIDAN ACADEMY FOR YOUNG LEADERS,5,2017,Female,49,284.0,26.0,53.1,16.0,32.7,4.0,8.2,3.0,6.1,7.0,14.3,09X457
PS 207 ELIZABETH G LEARY,7,2016,Male,73,322.0,5.0,6.8,25.0,34.2,27.0,37.0,16.0,21.9,43.0,58.9,22K207
PS 208 ALAIN L LOCKE,3,2013,Female,23,284.0,12.0,52.2,10.0,43.5,1.0,4.3,0.0,0.0,1.0,4.3,03M208
PS 111 JACOB BLACKWELL,All Grades,2017,Male,93,277.0,52.0,55.9,30.0,32.3,11.0,11.8,0.0,0.0,11.0,11.8,30Q111
HUNTERS POINT COMMUNITY MIDDLE SCHOOL,8,2017,Female,67,327.0,2.0,3.0,17.0,25.4,29.0,43.3,19.0,28.4,48.0,71.6,30Q291
PS 116 ELIZABETH L FARRELL,3,2017,Female,43,307.0,10.0,23.3,19.0,44.2,13.0,30.2,1.0,2.3,14.0,32.6,32K116
PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,5,2016,Male,25,297.0,7.0,28.0,11.0,44.0,6.0,24.0,1.0,4.0,7.0,28.0,20K264
PS 017 HENRY D WOODWORTH,5,2016,Male,18,282.0,12.0,66.7,3.0,16.7,3.0,16.7,0.0,0.0,3.0,16.7,14K017
JHS 143 ELEANOR ROOSEVELT,All Grades,2017,Female,103,286.0,45.0,43.7,38.0,36.9,17.0,16.5,3.0,2.9,20.0,19.4,06M143
PS 045 CLARENCE WITHERSPOON,All Grades,2014,Male,113,289.0,48.0,42.5,50.0,44.2,12.0,10.6,3.0,2.7,15.0,13.3,27Q045
FANNIE LOU HAMER MIDDLE SCHOOL,8,2013,Female,42,274.0,26.0,61.9,14.0,33.3,1.0,2.4,1.0,2.4,2.0,4.8,12X286
PROFESSOR JUAN BOSCH PUBLIC SCHOOL,4,2016,Female,24,311.0,4.0,16.7,9.0,37.5,9.0,37.5,2.0,8.3,11.0,45.8,06M178
PS 89,4,2016,Female,26,343.0,0.0,0.0,0.0,0.0,11.0,42.3,15.0,57.7,26.0,100.0,02M089
PS 043,6,2014,Male,43,282.0,17.0,39.5,23.0,53.5,3.0,7.0,0.0,0.0,3.0,7.0,27Q043
LIBERTY AVENUE MIDDLE SCHOOL,8,2017,Female,71,295.0,25.0,35.2,18.0,25.4,24.0,33.8,4.0,5.6,28.0,39.4,19K662
PS 197  THE KINGS HIGHWAY ACADEMY,4,2016,Female,53,311.0,10.0,18.9,21.0,39.6,14.0,26.4,8.0,15.1,22.0,41.5,22K197
JHS 189 DANIEL CARTER BEARD,7,2014,Female,106,295.0,37.0,34.9,41.0,38.7,26.0,24.5,2.0,1.9,28.0,26.4,25Q189
JHS 131 ALBERT EINSTEIN,6,2015,Female,61,284.0,29.0,47.5,27.0,44.3,4.0,6.6,1.0,1.6,5.0,8.2,08X131
PS 176 OVINGTON,4,2017,Male,133,324.0,19.0,14.3,29.0,21.8,41.0,30.8,44.0,33.1,85.0,63.9,20K176
PS 255 BARBARA REING SCHOOL,5,2016,Male,70,304.0,23.0,32.9,23.0,32.9,14.0,20.0,10.0,14.3,24.0,34.3,22K255
BROOKLYN GARDENS ELEMENTARY SCHOOL,3,2016,Female,31,281.0,20.0,64.5,7.0,22.6,4.0,12.9,0.0,0.0,4.0,12.9,19K557
PS 145 THE BLOOMINGDALE SCHOOL,All Grades,2015,Male,63,273.0,40.0,63.5,21.0,33.3,2.0,3.2,0.0,0.0,2.0,3.2,03M145
CHOOL FOR DEMOCRACY AND LEADERSHIP,8,2014,Male,16,280.0,7.0,43.8,7.0,43.8,2.0,12.5,0.0,0.0,2.0,12.5,17K533
PERFORMANCE SCHOOL,3,2013,Female,53,265.0,43.0,81.1,6.0,11.3,4.0,7.5,0.0,0.0,4.0,7.5,07X385
IS 528 BEA FULLER RODGERS SCHOOL,All Grades,2016,Male,77,283.0,35.0,45.5,30.0,39.0,12.0,15.6,0.0,0.0,12.0,15.6,06M528
PS 044 DAVID C FARRAGUT,4,2015,Female,23,293.0,5.0,21.7,16.0,69.6,2.0,8.7,0.0,0.0,2.0,8.7,12X044
CITY COLLEGE ACADEMY OF THE ARTS,7,2013,Female,51,305.0,7.0,13.7,30.0,58.8,13.0,25.5,1.0,2.0,14.0,27.5,06M293
PS 163 BATH BEACH,All Grades,2015,Female,193,307.0,50.0,25.9,69.0,35.8,44.0,22.8,30.0,15.5,74.0,38.3,20K163
HARBOR HEIGHTS,7,2016,Female,9,270.0,7.0,77.8,2.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,06M349
PS 064 ROBERT SIMON,3,2016,Male,15,289.0,9.0,60.0,3.0,20.0,3.0,20.0,0.0,0.0,3.0,20.0,01M064
CHOOL OF SCIENCE & TECHNOLOGY,5,2017,Male,64,284.0,34.0,53.1,21.0,32.8,6.0,9.4,3.0,4.7,9.0,14.1,22K152
PS 327 DR ROSE B ENGLISH,7,2013,Male,42,277.0,25.0,59.5,15.0,35.7,2.0,4.8,0.0,0.0,2.0,4.8,23K327
PS 149 CHRISTA MCAULIFFE,4,2016,Female,118,315.0,16.0,13.6,42.0,35.6,40.0,33.9,20.0,16.9,60.0,50.8,30Q149
PS 046 ALBERT V MANISCALCO,5,2016,Female,15,308.0,3.0,20.0,7.0,46.7,4.0,26.7,1.0,6.7,5.0,33.3,31R046
PS 097 BRONX,5,2017,Male,57,297.0,17.0,29.8,27.0,47.4,10.0,17.5,3.0,5.3,13.0,22.8,11X097
PS 21 MARGARET EMERY ELM PARK,3,2017,Female,28,313.0,8.0,28.6,5.0,17.9,12.0,42.9,3.0,10.7,15.0,53.6,31R021
PS IS 155 NICHOLAS HERKIMER,3,2015,Female,21,278.0,12.0,57.1,7.0,33.3,2.0,9.5,0.0,0.0,2.0,9.5,23K155
PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,5,2017,Male,44,330.0,3.0,6.8,8.0,18.2,21.0,47.7,12.0,27.3,33.0,75.0,20K748
PS 144 COL JEROMUS REMSEN,4,2013,Male,55,324.0,6.0,10.9,19.0,34.5,11.0,20.0,19.0,34.5,30.0,54.5,28Q144
PS 223 LYNDON B JOHNSON,3,2017,Male,54,290.0,28.0,51.9,16.0,29.6,10.0,18.5,0.0,0.0,10.0,18.5,27Q223
JHS 118 WILLIAM W NILES,7,2016,Female,183,314.0,32.0,17.5,60.0,32.8,59.0,32.2,32.0,17.5,91.0,49.7,10X118
THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK,3,2015,Male,32,281.0,17.0,53.1,13.0,40.6,2.0,6.3,0.0,0.0,2.0,6.3,09X274
PS 140 EDWARD K ELLINGTON,4,2016,Female,32,303.0,7.0,21.9,16.0,50.0,6.0,18.8,3.0,9.4,9.0,28.1,28Q140
PS 158 BAYARD TAYLOR,4,2017,Male,62,338.0,2.0,3.2,9.0,14.5,21.0,33.9,30.0,48.4,51.0,82.3,02M158
PS 019 JUDITH K WEISS,3,2016,Male,24,312.0,3.0,12.5,15.0,62.5,5.0,20.8,1.0,4.2,6.0,25.0,11X019
RALPH A FABRIZIO SCHOOL,All Grades,2013,Female,206,307.0,41.0,19.9,89.0,43.2,59.0,28.6,17.0,8.3,76.0,36.9,20K170
CHOOL OF BUSINESS FINANCE AND ENTREPRENEURSHIP,6,2014,Female,10,292.0,3.0,30.0,6.0,60.0,0.0,0.0,1.0,10.0,1.0,10.0,16K385
DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,8,2014,Female,30,290.0,12.0,40.0,14.0,46.7,2.0,6.7,2.0,6.7,4.0,13.3,13K265
PS 333 MANHATTAN SCHOOL FOR CHILDREN,All Grades,2013,Male,187,316.0,21.0,11.2,70.0,37.4,76.0,40.6,20.0,10.7,96.0,51.3,03M333
PS 156 LAURELTON,5,2016,Female,16,306.0,3.0,18.8,8.0,50.0,4.0,25.0,1.0,6.3,5.0,31.3,29Q156
PS 018 WINCHESTER,All Grades,2014,Male,126,309.0,21.0,16.7,53.0,42.1,45.0,35.7,7.0,5.6,52.0,41.3,26Q018
PS 156 LAURELTON,5,2013,Male,29,283.0,13.0,44.8,10.0,34.5,6.0,20.7,0.0,0.0,6.0,20.7,29Q156
JONAS BRONCK ACADEMY,8,2016,Female,51,321.0,3.0,5.9,10.0,19.6,33.0,64.7,5.0,9.8,38.0,74.5,10X228
PS 087 WILLIAM SHERMAN,4,2016,Female,59,348.0,0.0,0.0,5.0,8.5,18.0,30.5,36.0,61.0,54.0,91.5,03M087
PS 211,3,2017,Female,25,297.0,11.0,44.0,4.0,16.0,10.0,40.0,0.0,0.0,10.0,40.0,12X211
PS 132 JUAN PABLO DUARTE,3,2017,Female,20,303.0,7.0,35.0,3.0,15.0,9.0,45.0,1.0,5.0,10.0,50.0,06M132
CYNTHIA JENKINS SCHOOL,All Grades,2016,Male,124,301.0,35.0,28.2,50.0,40.3,32.0,25.8,7.0,5.6,39.0,31.5,29Q037
PS 183 DR RICHARD R GREEN,4,2016,Female,30,278.0,15.0,50.0,12.0,40.0,3.0,10.0,0.0,0.0,3.0,10.0,27Q183
JHS 123 JAMES M KIERAN,8,2014,Male,80,278.0,39.0,48.8,36.0,45.0,3.0,3.8,2.0,2.5,5.0,6.3,08X123
PS 082 HAMMOND,5,2015,Female,46,298.0,18.0,39.1,18.0,39.1,5.0,10.9,5.0,10.9,10.0,21.7,28Q082
PS 256 BENJAMIN BANNEKER,5,2016,Female,20,308.0,5.0,25.0,6.0,30.0,8.0,40.0,1.0,5.0,9.0,45.0,13K256
MS 131,8,2015,Female,60,302.0,13.0,21.7,23.0,38.3,17.0,28.3,7.0,11.7,24.0,40.0,02M131
PS 153 MASPETH ELEM,4,2015,Male,95,301.0,34.0,35.8,27.0,28.4,18.0,18.9,16.0,16.8,34.0,35.8,24Q153
PS 328 PHYLLIS WHEATLEY,All Grades,2016,Male,59,276.0,40.0,67.8,9.0,15.3,10.0,16.9,0.0,0.0,10.0,16.9,19K328
PS 254  THE ROSA PARKS SCHOOL,3,2017,Male,59,309.0,10.0,16.9,26.0,44.1,21.0,35.6,2.0,3.4,23.0,39.0,27Q254
PS 093 ALBERT G OLIVER,5,2015,Male,23,270.0,15.0,65.2,6.0,26.1,2.0,8.7,0.0,0.0,2.0,8.7,08X093
YOUNG WOMEN S LEADERSHIP SCHOOL QUEENS,All Grades,2016,Female,220,328.0,5.0,2.3,42.0,19.1,118.0,53.6,55.0,25.0,173.0,78.6,28Q896
BRONX HS FOR MEDICAL SCIENCE,8,2016,Female,34,322.0,0.0,0.0,10.0,29.4,20.0,58.8,4.0,11.8,24.0,70.6,09X413
PS 049 WILLIS AVENUE,All Grades,2017,Male,141,296.0,52.0,36.9,46.0,32.6,41.0,29.1,2.0,1.4,43.0,30.5,07X049
PS 247 BROOKLYN,5,2015,Female,67,320.0,5.0,7.5,27.0,40.3,27.0,40.3,8.0,11.9,35.0,52.2,20K247
PS 048 WILLIAM G WILCOX,5,2015,Male,60,316.0,5.0,8.3,29.0,48.3,13.0,21.7,13.0,21.7,26.0,43.3,31R048
PS 150 QUEENS,3,2015,Female,80,318.0,11.0,13.8,26.0,32.5,37.0,46.3,6.0,7.5,43.0,53.8,30Q150
JHS 145 ARTURO TOSCANINI,8,2014,Male,102,267.0,67.0,65.7,26.0,25.5,8.0,7.8,1.0,1.0,9.0,8.8,09X145
PS 104 THE BAYS WATER,4,2014,Female,36,290.0,16.0,44.4,12.0,33.3,8.0,22.2,0.0,0.0,8.0,22.2,27Q104
PS 8 SHIRLEE SOLOMON,5,2017,Male,35,322.0,1.0,2.9,14.0,40.0,14.0,40.0,6.0,17.1,20.0,57.1,31R008
PS 047 CHRIS GALAS,3,2015,Female,11,326.0,1.0,9.1,3.0,27.3,5.0,45.5,2.0,18.2,7.0,63.6,27Q047
PS 001 ALFRED E SMITH,All Grades,2013,Female,96,309.0,23.0,24.0,32.0,33.3,32.0,33.3,9.0,9.4,41.0,42.7,02M001
