eyemove/table5.assgNo,eyemove/table5.landingPos,eyemove/table5.pupilDiamLag
110.0,137.5327,0.007
136.0,65.2993,0.0047
315.0,53.0519,0.2023
285.0,92.7631,0.2327
335.0,41.1947,0.111
157.0,12.3491,0.1008
233.0,124.5883,0.6557
47.0,128.0156,0.2206
321.0,60.407,0.1057
72.0,121.1291,1.0804
240.0,85.8836,-0.1019
248.0,104.4521,0.3283
106.0,77.0097,0.3328
296.0,12.3794,0.0701
211.0,41.839,0.0823
155.0,1088.3516,0.3358
57.0,77.682,0.0259
136.0,87.9318,0.5402
134.0,96.1769,0.005
215.0,78.3534,0.1978
165.0,30.3727,0.053
98.0,25.5441,0.9836
150.0,83.4641,0.2356
129.0,38.0033,0.3416
133.0,71.5996,0.1385
142.0,61.792,0.0552
255.0,39.9406,0.2964
336.0,18.6078,0.4085
306.0,118.7697,0.191
