ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1089,Q056,27Q056,PS 56(QUEENS),Q056,86-10 114 STREET,Q,27,384,,1,PS 56(QUEENS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-158.188552 21.440469),6856,,,,
473,K435,19K507,PERFORMING ARTS & TECHNOLOGY HS(PATHS)(BN),K507,400 PENNSYLVANIA AVENUE,K,19,317,400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,5,Thomas Jefferson|  FDNY High School for Fire and Life Safety |  High School for Civil Rights |  Performing Arts and Technology High School |  World Academy for Total Community Health High Scho |  400 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-95.734698 39.463639),28020,,,,
578,K763,15K118,THE MAURICE SENDAK COMMUNITY SCHOOL(BS),K118,211 Eighth Street,K,15,252,,1,THE MAURICE SENDAK COMMUNITY SCHOOL(BS),0,1,0,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-95.622614 36.990477),20672,,,,
953,M490,03M299,HS FOR ARTS IMAGINATION & INQUIRY(MN),M299,122 AMSTERDAM AVENUE,M,3,391,122 AMSTERDAM AVENUE CONSOLIDATED LOCATION,5,"High School for Arts, Imagination and Inquiry |  Urban Assembly School for Media Studies, The |  High School for Law, Advocacy and Community Justic |  High School of Arts and Technology |  Manhattan / Hunter Science High School |  122 AMSTERDAM AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-74.277678 40.657145),17004,,,,
361,K302,19K302,IS 302(BN),K661,350 LINWOOD STREET,K,19,440,,1,IS 302(BN),0,1,3,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.88343 40.677165),17215,45,2,37,47
1137,Q112,30Q112,PS 112(QN),Q112,25-05 37 AVENUE,Q,30,434,,1,PS 112(QN),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.437362 42.153297),12138,,,,
1236,Q200,25Q200,PS 200(QUEENS),Q200,70-10 164 STREET,Q,25,471,,1,PS 200(QUEENS),1,3,0,3,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-106.636437 35.163794),6570,,,,
644,M017,,328 WEST  48 STREET CONSOLIDATED LOCATION,,328 WEST  48 STREET,M,2,759,328 WEST  48 STREET CONSOLIDATED LOCATION,2,P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION,1,2,1,3,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-82.566745 27.55681),3685,,,,
1238,Q202,27Q202,MS 202(QS),Q202,138-30 LAFAYETTE STREET,Q,27,1105,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,6C,1001-1250,N/A,N/A,N/A,N/A,N/A,POINT (-90.07619 30.357766),29378,,,,
545,K525,21K525,EDWARD R MURROW HS(BS),K525,1600 AVENUE L,K,21,2921,,1,EDWARD R MURROW HS(BS),0,9,20,4,2,11C,2501-3000,1.09,9.91,25.36,5.00,3.73,POINT (-95.962998 28.988254),6637,,,,
909,M445,02M543,NEW DESIGN HS(MS),M543,350 GRAND STREET,M,2,331,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-74.747046 40.204073),28083,,,,
31,K021,16K021,PS 21(BROOKLYN),K021,180 CHAUNCEY STREET,K,16,517,,1,PS 21(BROOKLYN),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.263592 40.523089),29692,,,,
743,M101,04M375,MOSAIC PREPARATORY ACADEMY(MN),M375,141 EAST 111 STREET,M,4,291,,1,MOSAIC PREPARATORY ACADEMY(MN),0,0,4,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-84.417656 41.72609),25323,,,,
338,K285,18K285,IS 285(BS),K285,5909 BEVERLEY ROAD,K,18,667,,1,IS 285(BS),1,3,6,2,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.921108 40.646854),16866,61,2,26,40
703,M064,01M364,PS 364 EARTH SCHOOL(MANHATTAN),M364,600 EAST 6 STREET,M,1,319,600 EAST 6 STREET CONSOLIDATED LOCATION,3,P.S. 064 Robert Simon |  Earth School |  Tompkins Square Middle School |  600 EAST  6 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-89.286258 31.334909),30905,,,,
1150,Q125,24Q125,IS 125(QN),Q125,46-02 47 AVENUE,Q,24,1514,,1,IS 125(QN),0,1,0,0,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-73.918636 40.741103),14787,53,3,33,66
656,M030,84M384,SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 2(MN),M384,144-176 East 128 St.,M,5,829,144-176 East 128 St. CONSOLIDATED LOCATION,3,P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-84.369694 43.009296),9393,,,,
1026,M905,02M442,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE(MS),M442,890 Broadway,M,2,145,,1,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE(MS),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.989902 40.738597),11724,11,4,50,7
615,K914,13K670,BENJAMIN BANNEKER ACADEMY(BN),K670,71-77 CLINTON AVENUE,K,13,634,,1,BENJAMIN BANNEKER ACADEMY(BN),0,1,7,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-70.562713 41.452304),418,,,,
1239,Q202,27Q308,ROBERT H. GODDARD HS OF COMMUNICATION ARTS & TECHNOLOGY(QUEENS),Q308,138-30 LAFAYETTE STREET,Q,27,481,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,2,J.H.S. 202 Robert H. Goddard |  Robert H. Goddard High School of Communication Art |  138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-90.07619 30.357766),29378,,,,
158,K137,,121 SARATOGA AVENUE CONSOLIDATED LOCATION,,121 SARATOGA AVENUE,K,23,423,121 SARATOGA AVENUE CONSOLIDATED LOCATION,2,PS 137  | IS 271 |121 Saratoga Avenue Consolidated Plan,0,2,0,2,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-77.629754 43.16525),26991,,,,
602,K857,19K036,P036K(BROOKLYN),K036,2045 LINDEN BLVD,X,19,319,,1,P036K(BROOKLYN),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.887067 40.660284),17214,45,2,25,47
1055,Q022,25Q022,PS 22(QUEENS),Q022,153-33 SANFORD AVENUE,Q,25,898,,1,PS 22(QUEENS),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.811236 40.761377),14190,22,3,3,67
864,M199,03M199,PS 199(MANHATTAN),M199,270 WEST 70 STREET,M,3,849,,1,PS 199(MANHATTAN),0,1,1,1,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-85.561104 43.21842),26208,,,,
12,K010,15K010,PS 10(BS),K010,511 SEVENTH AVENUE,K,15,921,,1,PS 10(BS),0,2,1,2,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-108.780508 45.673979),22562,,,,
726,M089,02M289,IS 289(MS),M289,201 WARREN STREET,M,2,279,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-89.512753 34.359041),7424,,,,
74,K055,84K626,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL(BN),K626,2021 Bergen Street,K,23,981,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-75.048258 40.068155),4331,,,,
179,K157,14K157,PS 157(BROOKLYN),K157,850 KENT AVENUE,K,14,452,,1,PS 157(BROOKLYN),1,2,0,2,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.959525 40.695292),17212,69,2,38,51
1099,Q068,24Q068,PS 68 CAMBRIDGE(QUEENS),Q068,59-09 Saint Felix Ave.,Q,24,590,,1,PS 68 CAMBRIDGE(QUEENS),0,0,2,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.897149 40.696649),15310,54,3,34,62
1203,Q173,26Q173,PS 173(QUEENS),Q173,174-10 67 AVENUE,Q,26,921,,1,PS 173(QUEENS),0,0,1,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-87.780909 41.574478),2713,,,,
978,M535,07M535,PARK WEST HS(MS),M535,525 WEST 50TH STREET,M,7,SCHOOL CLOSED,525 WEST 50TH STREET CONSOLIDATED LOCATION,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-80.127267 25.826427),24833,,,,
1149,Q124,27Q124,PS 124 OSMOND A CHURCH(QS),Q124,129-15 150 AVENUE,Q,27,1200,,1,PS 124 OSMOND A CHURCH(QS),1,1,1,1,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-114.547983 42.742662),18233,,,,
1007,M824,02M418,MILLENIUM HS(MS),M418,75 BROAD STREET,M,2,489,,1,MILLENIUM HS(MS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-75.308456 40.751118),28472,,,,
317,K270,84K702,COMMUNITY PARTNERSHIP CHARTER SCHOOL(BN),K702,241 EMERSON PLACE,K,13,377,241 EMERSON PLACE CONSOLIDATED LOCATION,2,P.S. 270 Johann DeKalb | Community Partnership Charter School | 241 EMERSON PLACE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.961747 40.691543),17212,68,2,48,55
450,K400,21K572,Expeditionary Learning School for Community Leader,K572,2630 Benson Ave.,K,21,281,2630 BENSON AVENUE CONSOLIDATED LOCATION,5,International High School at Lafayette |  High School of Sports Management |  Kingsborough Early College School |  Life Academy High School for Film and Music |  Expeditionary Learning School for Community Leader |  2630 BENSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.98532 40.594021),17616,21,2,45,35
573,K660,,145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,145 PENNSYLVANIA AVENUE,K,19,732,145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,EAST NEW YORK FAMILY ACADEMY(BN)  | WILLIAM H. MAXWELL CAREER & TECHNICAL EDUCATION HS(BROOKLYN) | 145 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,3,6,13,3,5,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-105.281046 38.811988),20415,,,,
597,K845,15K295,P.S. 295,K295,330 18 STREET,K,15,425,330 18 STREET CONSOLIDATED LOCATION,2,P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-95.811361 37.533427),21616,,,,
614,K913,32K545,EBC HS FOR PUBLIC SERVICE BUSHWICK(BN),K545,1155 DEKALB AVENUE,K,32,382,,1,EBC HS FOR PUBLIC SERVICE BUSHWICK(BN),0,1,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.929061 40.69459),18181,42,2,30,53
147,K127,20K127,PS 127(BS),K127,7805 7 AVENUE,K,20,544,,1,PS 127(BS),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-87.819491 42.561898),5032,,,,
499,K460,15K462,SECONDARY SCHOOL FOR LAW(BROOKLYN),K462,237 SEVENTH AVENUE,K,15,350,237 SEVENTH AVENUE CONSOLIDATED LOCATION,4,Secondary School for Law |  Secondary School for Journalism |  Park Slope Collegiate |  John Jay HS | 237 7 AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-147.345471 64.748749),23660,,,,
43,K027,,27 HUNTINGTON STREET CONSOLIDATED LOCATION,,27 HUNTINGTON STREET,K,15,173,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Agnes Humphrey School for Leadership|27 HUNTINGTON STREET CONSOLIDATED LOCATION,0,3,7,3,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-74.454772 40.504599),30129,,,,
876,M263,06M366,WASHINGTON HEIGHTS ACADEMY (MANHATTAN),M366,202 Sherman Ave.,M,6,524,,1,WASHINGTON HEIGHTS ACADEMY (MANHATTAN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-90.85656 32.386511),30107,,,,
859,M195,,625 WEST 133 STREET CONSOLIDATED LOCATION,,625 WEST 133 STREET,M,5,1206,625 WEST 133 STREET CONSOLIDATED LOCATION,2,NEW DESIGN MIDDLE SCHOOL(MN)|KIPP INFINITY CHARTER SCHOOL(MN)| 625 WEST 133 STREET CONSOLIDATED LOCATION,0,3,6,2,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-83.931756 42.613798),914,,,,
991,M625,02M393,BUSINESS OF SPORTS SCHOOL(MS),M393,439 WEST 49 STREET,M,2,353,439 West 49 Street CONSOLIDATED LOCATION,4,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology| Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-75.227835 38.318067),27070,,,,
845,M185,03M185,PS 185(MANHATTAN),M185,20 WEST 112 STREET,M,3,186,,1,PS 185(MANHATTAN),1,0,0,1,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-83.273566 42.823681),21156,,,,
254,K219,18K219,PS 219(BROOKLYN),K219,1060 CLARKSON AVENUE,K,18,474,,1,PS 219(BROOKLYN),0,1,2,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.922849 40.659337),17614,61,2,17,40
469,K430,13K430,BROOKLYN TECHNICAL HS(BN),K430,29 FORT GREENE PLACE,K,13,4547,,1,BROOKLYN TECHNICAL HS(BN),2,4,15,4,1,13C,4000+,0.25,0.88,1.69,0.57,0.45,POINT (-73.97692 40.688865),17619,68,2,48,55
234,K202,19K202,PS 202(BROOKLYN),K202,982 HEGEMAN AVENUE,K,19,400,,1,PS 202(BROOKLYN),1,0,1,1,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.876544 40.66644),17215,45,2,25,47
1025,M898,06M018,PS 18(MANHATTAN),M018,4124 NINTH AVENUE,M,6,346,,1,PS 18(MANHATTAN),0,1,0,0,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-87.16511 30.58927),13245,,,,
454,K415,18K415,SAMUEL J. TILDEN HS(BROOKLYN),K563,5800 TILDEN AVENUE,K,18,SCHOOL CLOSED,5800 TILDEN AVENUE CONSOLIDATED LOCATION,4,It Takes a Village Academy |  Kurt Hahn Expeditionary Learning School |  Cultural Academy for the Arts and Sciences |Samuel J. Tilden HS|  5800 TILDEN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-73.922313 40.648654),16866,61,2,26,40
1088,Q055,28Q055,PS 55(QUEENS),Q055,131-10 97 AVENUE,Q,28,448,,1,PS 55(QUEENS),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.816375 40.694082),24015,46,3,46,60
101,K084,14K084,PS 84(BROOKLYN),K084,250 BERRY STREET,K,14,721,,1,PS 84(BROOKLYN),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-80.225638 40.631612),31734,,,,
1194,Q168,25Q250,IS 250(QS),Q250,158-40 76th Road,Q,25,409,158-40 76th Road CONSOLIDATED LOCATION,4,"I.S. 250 The Robert F. Kennedy Community Middle Sc |  Queens School of Inquiry, The |  P.S. Q255 |  JHS 168|  158-40 76 ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.809394 40.724557),14508,25,3,24,65
365,K303,,521 WEST AVENUE CONSOLIDATED LOCATION,,521 WEST AVENUE,K,21,1961,521 WEST AVENUE CONSOLIDATED LOCATION,3,I.S. 303 Herbert S. Eisenberg | Coney Island Preparatory Public Charter School |Rachel Carson High School for Coastal Studies |  521 WEST AVENUE CONSOLIDATED LOCATION,3,3,17,3,3,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,POINT (-83.829863 34.295334),6712,,,,
559,K625,17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS(P-TECH)(BN),K122,150 ALBANY AVENUE,K,17,496,150 ALBANY AVENUE CONSOLIDATED LOCATION,2,Pathways in Technology Early College High School  |  Academy for Health Careers |  150 ALBANY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-93.719616 32.473872),12336,,,,
933,M470,03M417,FRANK MCCOURT HS(MN),M417,145 WEST 84 STREET,M,3,313,145 WEST 84 STREET CONSOLIDATED LOCATION,6,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS(MANHATTAN)|THE GLOBAL LEARNING COLLABORATIVE(MANHATTAN)|INNOVATION DIPLOMA PLUS(MANHATTAN)|FRANK MCCOURT HS(MN)|LOUIS D. BRANDEIS HS(MN)| BRANDEIS YABC(MN)|145 WEST 84 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-76.498753 38.977619),28576,,,,
540,K515,18K576,VICTORY COLLEGIATE HS (BS),K576,6565 Flatlands Ave,K,18,307,6565 Flatlands Avenue CONSOLIDATED LOCATION,6,South Shore |Brooklyn Generation School |  Brooklyn Theatre Arts High School |  Victory Collegiate High School |  Brooklyn Bridge Academy |  Academy for Conservation and the Environment | 6565 FLATLANDS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.916477 40.633516),13827,5,2,8,42
89,K069,20K069,PS 69 (BROOKLYN),K069,6302 9TH AVENUE,K,20,787,,1,PS 69 (BROOKLYN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.009421 40.63219),18180,10,2,7,41
485,K445,20K445,NEW UTRECHT HS(BS),K445,1601 80TH STREET,K,20,2785,,1,NEW UTRECHT HS(BS),0,5,17,1,3,11C,2501-3000,1.09,9.91,25.36,5.00,3.73,POINT (-74.015262 40.806146),15736,,,,
206,K176,20K176,PS 176(BROOKLYN),K176,1225 69 STREET,K,20,1352,,1,PS 176(BROOKLYN),0,1,1,1,0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-74.005541 40.624695),13511,10,2,44,41
671,M044,03M245,MS 245 COMPUTER SCHOOL(MN),M245,100 WEST 77 STREET,M,3,399,100 WEST 77 STREET CONSOLIDATED LOCATION,3,MS 245 COMPUTER SCHOOL(MN)| IS/JHS 247(MN)| THE ANDERSON SCHOOL(MN)|  100 WEST 77 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-81.565258 29.478932),24635,,,,
1170,Q146,27Q146,PS 146(QS),Q146,98-01 159 AVENUE,Q,27,638,,1,PS 146(QS),1,0,0,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.834731 40.659915),15314,62,3,41,64
976,M535,02M303,THE FACING HISTORY SCHOOL(MANHATTAN),M303,525 WEST 50TH STREET,M,2,292,525 WEST 50TH STREET CONSOLIDATED LOCATION,7,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  Park West HS| Park West Evening|525 WEST  50TH STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-80.127267 25.826427),24833,,,,
688,M052,,650 ACADEMY STREET CONSOLIDATED LOCATION,,650 ACADEMY STREET,M,6,427,650 ACADEMY STREET CONSOLIDATED LOCATION,2,IS/JHS 52 (MN)|HS FOR EXCELLENCE & INNOVATION(MN)|650 ACADEMY STREET CONSOLIDATED LOCATION,0,5,5,3,2,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.924577 40.865653),13098,47,4,39,22
905,M445,02M294,ESSEX STREET ACADEMY(MS),M294,350 GRAND STREET,M,2,260,350 GRAND STREET CONSOLIDATED LOCATION,7,ESSEX STREET ACADEMY(MS)| THE URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW(MANHATTAN) |LOWER MANHATTAN ARTS ACADEMY(MS)|SEWARD PARK HS(MANHATTAN)|NEW DESIGN HS(MS)| HS FOR DUAL LANGUAGE & ASIAN STUDIES(MS) |SEWARD PARK GED(MANHATTAN)|350 GRAND STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-74.747046 40.204073),28083,,,,
525,K495,22K495,Sheepshead Bay High School,K495,3000 AVENUE X,K,22,SCHOOL CLOSED,3000 AVENUE X CONSOLIDATED LOCATION,5,Sheepshead Bay High School| Origins High School| Professional Pathways High School| New Visions Charter High School for Advanced Math| New Visions Charter High School for the Humanities| 3000 AVENUE X CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-73.936834 40.594236),13512,32,2,8,36
583,K804,15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS),K519,347 BALTIC STREET,K,15,450,,1,COBBLE HILL SCHOOL OF AMERICAN STUDIES(BS),0,5,7,0,4,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.990914 40.684487),16865,14,2,38,48
497,K458,,832 MARCY AVENUE CONSOLIDATED LOCATION,,832 MARCY AVENUE,K,13,545,832 MARCY AVENUE CONSOLIDATED LOCATION,3,Brooklyn Academy High School|Bedford Stuyvesant Preparatory High School|Bedford Stuyvesant Collegiate|Brooklyn East Collegiate charter schooll|832 MARCY AVENUE CONSOLIDATED LOCATION,0,0,7,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.947084 40.68473),17618,69,2,49,51
759,M117,04M372,ESPERANZA PREPARATORY ACADEMY(MN),M372,240 EAST 109 STREET,M,4,504,240 EAST 109 STREET CONSOLIDATED LOCATION,2,TAG YOUNG SCHOLARS(MANHATTAN)|ESPERANZA PREPARATORY ACADEMY(MN)|240 EAST 109 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-86.560251 30.764889),28767,,,,
1234,Q198,27Q333,GOLDIE MAPLE ACADEMY(QS),Q333,365 Beach 56 St,Q,27,380,,1,365 Beach 56 St,0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.786177 40.59405),20530,51,3,47,59
893,M371,05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL(MANHATTAN),M318,276 West 151 St,M,5,217,,1,THURGOOD MARSHALL ACADEMY LOWER SCHOOL(MANHATTAN),0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-71.056965 42.165988),17908,,,,
221,K189,17K189,PS 189(BROOKLYN),K189,1100 EAST NEW YORK AVENUE,K,17,1055,,1,PS 189(BROOKLYN),1,1,1,1,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-102.062399 31.992664),12052,,,,
1132,Q106,27Q106,PS 106(QS),Q106,180 BEACH 35 STREET,Q,27,198,,1,PS 106(QS),0,1,0,1,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.767396 40.594722),20529,51,3,47,59
106,K088,,544 7TH AVENUE CONSOLIDATED LOCATION,,544 7TH AVENUE,K,15,1797,544 SEVENTH AVENUE CONSOLIDATED LOCATION,2,P.S. K053 |  J.H.S. 088 Peter Rouget |  544 7TH AVENUE CONSOLIDATED LOCATION,1,3,4,3,1,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,POINT (-117.158325 32.711157),30346,,,,
1009,M834,02M400,HS FOR ENVIRONMENTAL STUDIES(MS),M400,448 WEST 56 STREET,M,2,926,448 WEST 56 STREET CONSOLIDATED LOCATION,2,High School for Environmental Studies |  Independence High School |  444 WEST 56 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-85.812189 43.454128),24388,,,,
370,K306,19K306,PS 306(BROOKLYN),K306,970 VERMONT STREET,K,19,298,,1,PS 306(BROOKLYN),0,0,3,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-122.242991 37.816228),1487,,,,
844,M183,02M183,PS 183(MANHATTAN),M183,419 EAST 66 STREET,M,2,534,,1,PS 183(MANHATTAN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-88.621961 34.51368),8108,,,,
771,M124,02M124,PS 124 YUNG WING(MS),M124,40 DIVISION STREET,M,2,670,,1,PS 124 YUNG WING(MS),0,1,1,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-84.388468 30.02519),27568,,,,
