all/school_gender.csv.DBN,all/school_gender.csv.chool Name,all/school_gender.csv.Grade,all/school_gender.csv.Year,all/school_gender.csv.Category,all/school_gender.csv.Number Tested,all/school_gender.csv.Mean Scale Score,all/school_gender.csv.Level1_N,all/school_gender.csv.Level1_%,all/school_gender.csv.Level2_N,all/school_gender.csv.Level2_%,all/school_gender.csv.Level3_N,all/school_gender.csv.Level3_%,all/school_gender.csv.Level4_N,all/school_gender.csv.Level4_%,all/school_gender.csv.Level3+4_N,all/school_gender.csv.Level3+4_%
23K323,PSIS 323,5,2015,Female,26,299.0,9.0,34.6,11.0,42.3,5.0,19.2,1.0,3.8,6.0,23.1
25Q201,PS 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH,3,2014,Female,40,307.0,11.0,27.5,10.0,25.0,15.0,37.5,4.0,10.0,19.0,47.5
29Q035,PS 035 NATHANIEL WOODHULL,All Grades,2013,Female,163,302.0,46.0,28.2,65.0,39.9,44.0,27.0,8.0,4.9,52.0,31.9
11X121,PS 121 THROOP,5,2014,Female,95,304.0,29.0,30.5,37.0,38.9,18.0,18.9,11.0,11.6,29.0,30.5
10X094,PS 094 KINGS COLLEGE SCHOOL,4,2013,Female,80,275.0,44.0,55.0,32.0,40.0,4.0,5.0,0.0,0.0,4.0,5.0
06M210,PSIS 210  TWENTY FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,All Grades,2017,Female,128,307.0,19.0,14.8,61.0,47.7,38.0,29.7,10.0,7.8,48.0,37.5
23K150,PS 150 CHRISTOPHER,5,2013,Female,18,294.0,7.0,38.9,8.0,44.4,2.0,11.1,1.0,5.6,3.0,16.7
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,8,2014,Female,151,301.0,32.0,21.2,70.0,46.4,41.0,27.2,8.0,5.3,49.0,32.5
10X279,PS 279 CAPTAIN MANUEL RIVERA JR,5,2017,Male,56,284.0,25.0,44.6,22.0,39.3,5.0,8.9,4.0,7.1,9.0,16.1
20K229,PS 229 DYKER,8,2017,Male,57,323.0,3.0,5.3,15.0,26.3,25.0,43.9,14.0,24.6,39.0,68.4
04M146,PS 146 ANN M SHORT,All Grades,2014,Male,98,272.0,70.0,71.4,23.0,23.5,5.0,5.1,0.0,0.0,5.0,5.1
26Q026,PS 026 RUFUS KING,3,2013,Male,61,319.0,10.0,16.4,16.0,26.2,30.0,49.2,5.0,8.2,35.0,57.4
10X141,RIVERDALE  KINGSBRIDGE ACADEMY  MIDDLE SCHOOL  HS 141,8,2013,Female,99,295.0,30.0,30.3,43.0,43.4,21.0,21.2,5.0,5.1,26.0,26.3
20K192,PS 192  THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,8,2013,Male,38,297.0,7.0,18.4,26.0,68.4,4.0,10.5,1.0,2.6,5.0,13.2
27Q123,PS 123,5,2013,Male,48,290.0,28.0,58.3,11.0,22.9,8.0,16.7,1.0,2.1,9.0,18.8
28Q182,PS 182 SAMANTHA SMITH,3,2014,Female,99,279.0,56.0,56.6,25.0,25.3,17.0,17.2,1.0,1.0,18.0,18.2
28Q190,JHS 190 RUSSELL SAGE,8,2013,Male,199,302.0,48.0,24.1,76.0,38.2,54.0,27.1,21.0,10.6,75.0,37.7
15K094,PS 094 THE HENRY LONGFELLOW,4,2015,Female,118,296.0,37.0,31.4,50.0,42.4,25.0,21.2,6.0,5.1,31.0,26.3
09X109,PS 109 SEDGWICK,3,2014,Male,56,276.0,35.0,62.5,12.0,21.4,9.0,16.1,0.0,0.0,9.0,16.1
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,6,2013,Female,42,286.0,16.0,38.1,23.0,54.8,2.0,4.8,1.0,2.4,3.0,7.1
27Q108,PS 108 CAPTAIN VINCENT G FOWLER,All Grades,2013,Male,303,310.0,74.0,24.4,116.0,38.3,67.0,22.1,46.0,15.2,113.0,37.3
11X556,BRONX PARK MIDDLE SCHOOL,6,2014,Female,59,276.0,31.0,52.5,24.0,40.7,4.0,6.8,0.0,0.0,4.0,6.8
09X042,PS 042 CLAREMONT,5,2014,Male,37,273.0,25.0,67.6,11.0,29.7,0.0,0.0,1.0,2.7,1.0,2.7
12X212,PS 212,4,2017,Male,10,288.0,4.0,40.0,5.0,50.0,1.0,10.0,0.0,0.0,1.0,10.0
09X361,THE HIGHBRIDGE GREEN SCHOOL,6,2016,Male,64,281.0,33.0,51.6,17.0,26.6,13.0,20.3,1.0,1.6,14.0,21.9
22K078,JHS 078 ROY H MANN,7,2017,Male,59,294.0,20.0,33.9,28.0,47.5,10.0,16.9,1.0,1.7,11.0,18.6
25Q237,IS 237,All Grades,2014,Female,539,304.0,127.0,23.6,203.0,37.7,129.0,23.9,80.0,14.8,209.0,38.8
17K167,PS 167 THE PARKWAY,5,2013,Female,25,287.0,12.0,48.0,10.0,40.0,3.0,12.0,0.0,0.0,3.0,12.0
31R018,PS 018 JOHN G WHITTIER,All Grades,2017,Male,133,293.0,49.0,36.8,50.0,37.6,31.0,23.3,3.0,2.3,34.0,25.6
22K277,PS 277 GERRITSEN BEACH,5,2017,Female,35,337.0,4.0,11.4,4.0,11.4,11.0,31.4,16.0,45.7,27.0,77.1
16K628,BROOKLYN BROWNSTONE SCHOOL,3,2016,Male,8,318.0,2.0,25.0,2.0,25.0,4.0,50.0,0.0,0.0,4.0,50.0
24Q307,PIONEER ACADEMY,4,2015,Male,80,289.0,39.0,48.8,24.0,30.0,15.0,18.8,2.0,2.5,17.0,21.3
22K109,PS 109,4,2016,Female,30,301.0,10.0,33.3,10.0,33.3,4.0,13.3,6.0,20.0,10.0,33.3
10X447,CRESTON ACADEMY,8,2013,Female,53,286.0,24.0,45.3,25.0,47.2,4.0,7.5,0.0,0.0,4.0,7.5
17K484,RONALD EDMONDS LEARNING CENTER II,8,2013,Male,21,283.0,9.0,42.9,9.0,42.9,2.0,9.5,1.0,4.8,3.0,14.3
10X391,THE ANGELO PATRI MIDDLE SCHOOL,6,2013,Female,80,269.0,60.0,75.0,19.0,23.8,1.0,1.3,0.0,0.0,1.0,1.3
29Q208,PSIS 208,6,2013,Female,48,308.0,5.0,10.4,30.0,62.5,8.0,16.7,5.0,10.4,13.0,27.1
22K014,JHS 014 SHELL BANK,6,2014,Female,80,289.0,26.0,32.5,45.0,56.3,5.0,6.3,4.0,5.0,9.0,11.3
02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,All Grades,2015,Male,166,306.0,28.0,16.9,84.0,50.6,35.0,21.1,19.0,11.4,54.0,32.5
12X214,PS 214,6,2016,Female,73,294.0,21.0,28.8,33.0,45.2,16.0,21.9,3.0,4.1,19.0,26.0
05M129,PS 129 JOHN H FINLEY,8,2016,Male,25,284.0,12.0,48.0,7.0,28.0,6.0,24.0,0.0,0.0,6.0,24.0
24Q093,IS 093 RIDGEWOOD,7,2014,Female,176,298.0,51.0,29.0,83.0,47.2,39.0,22.2,3.0,1.7,42.0,23.9
25Q021,PS 021 EDWARD HART,5,2013,Male,90,313.0,17.0,18.9,32.0,35.6,29.0,32.2,12.0,13.3,41.0,45.6
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,3,2015,Male,50,274.0,30.0,60.0,12.0,24.0,8.0,16.0,0.0,0.0,8.0,16.0
13K046,PS 046 EDWARD C BLUM,5,2017,Female,25,283.0,12.0,48.0,10.0,40.0,3.0,12.0,0.0,0.0,3.0,12.0
12X341,ACCION ACADEMY,6,2016,Male,30,287.0,11.0,36.7,11.0,36.7,6.0,20.0,2.0,6.7,8.0,26.7
22K014,JHS 014 SHELL BANK,7,2014,Female,73,291.0,28.0,38.4,33.0,45.2,9.0,12.3,3.0,4.1,12.0,16.4
20K227,JHS 227 EDWARD B SHALLOW,7,2014,Male,217,292.0,77.0,35.5,90.0,41.5,43.0,19.8,7.0,3.2,50.0,23.0
08X069,PS 069 JOURNEY PREP SCHOOL,All Grades,2013,Male,124,295.0,42.0,33.9,52.0,41.9,23.0,18.5,7.0,5.6,30.0,24.2
28Q174,PS 174 WILLIAM SIDNEY MOUNT,3,2013,Male,55,312.0,11.0,20.0,20.0,36.4,21.0,38.2,3.0,5.5,24.0,43.6
17K543,CIENCE TECHNOLOGY AND RESEARCH EARLY COLLEGE HS AT ERASMUS,All Grades,2016,Female,93,316.0,3.0,3.2,43.0,46.2,36.0,38.7,11.0,11.8,47.0,50.5
31R001,PS 001 TOTTENVILLE,3,2015,Female,41,319.0,2.0,4.9,19.0,46.3,17.0,41.5,3.0,7.3,20.0,48.8
10X386,CHOOL FOR ENVIRONMENTAL CITIZENSHIP,4,2015,Female,35,296.0,8.0,22.9,20.0,57.1,6.0,17.1,1.0,2.9,7.0,20.0
12X242,MOTT HALL V,6,2014,Male,53,272.0,27.0,50.9,24.0,45.3,2.0,3.8,0.0,0.0,2.0,3.8
06M187,PSIS 187 HUDSON CLIFFS,8,2015,Female,44,304.0,8.0,18.2,22.0,50.0,12.0,27.3,2.0,4.5,14.0,31.8
08X333,THE LONGWOOD ACADEMY FOR DISCOVERY,5,2013,Female,30,280.0,18.0,60.0,8.0,26.7,4.0,13.3,0.0,0.0,4.0,13.3
06M153,PS 153 ADAM CLAYTON POWELL,All Grades,2014,Female,198,291.0,86.0,43.4,52.0,26.3,48.0,24.2,12.0,6.1,60.0,30.3
12X092,PS 092 BRONX,5,2017,Female,30,281.0,18.0,60.0,9.0,30.0,3.0,10.0,0.0,0.0,3.0,10.0
24Q119,IS 119 THE GLENDALE,8,2014,Female,129,326.0,16.0,12.4,28.0,21.7,34.0,26.4,51.0,39.5,85.0,65.9
03M076,PS 076 A PHILIP RANDOLPH,7,2016,Male,23,280.0,13.0,56.5,8.0,34.8,1.0,4.3,1.0,4.3,2.0,8.7
08X036,PS 036 UNIONPORT,3,2017,Male,57,305.0,17.0,29.8,16.0,28.1,22.0,38.6,2.0,3.5,24.0,42.1
04M406,GLOBAL TECHNOLOGY PREPARATORY,8,2016,Female,24,310.0,2.0,8.3,12.0,50.0,8.0,33.3,2.0,8.3,10.0,41.7
16K021,PS 021 CRISPUS ATTUCKS,All Grades,2014,Male,126,297.0,37.0,29.4,53.0,42.1,32.0,25.4,4.0,3.2,36.0,28.6
09X117,IS 117 JOSEPH H WADE,All Grades,2014,Male,303,268.0,212.0,70.0,77.0,25.4,13.0,4.3,1.0,0.3,14.0,4.6
09X325,URBAN SCIENCE ACADEMY,6,2015,Male,48,254.0,40.0,83.3,6.0,12.5,2.0,4.2,0.0,0.0,2.0,4.2
03M859,PECIAL MUSIC SCHOOL,6,2013,Male,4,,,,,,,,,,,
18K135,PS 135 SHELDON A BROOKNER,All Grades,2014,Male,140,294.0,50.0,35.7,59.0,42.1,27.0,19.3,4.0,2.9,31.0,22.1
30Q127,PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,5,2015,Female,74,296.0,30.0,40.5,24.0,32.4,17.0,23.0,3.0,4.1,20.0,27.0
15K038,PS 038 THE PACIFIC,3,2016,Male,32,319.0,8.0,25.0,7.0,21.9,14.0,43.8,3.0,9.4,17.0,53.1
19K108,PS 108 SAL ABBRACCIAMENTO,4,2015,Male,61,309.0,11.0,18.0,26.0,42.6,18.0,29.5,6.0,9.8,24.0,39.3
13K011,PS 011 PURVIS J BEHAN,5,2016,Female,45,327.0,4.0,8.9,7.0,15.6,26.0,57.8,8.0,17.8,34.0,75.6
17K770,PS 770 NEW AMERICAN ACADEMY,4,2017,Male,6,310.0,0.0,0.0,4.0,66.7,1.0,16.7,1.0,16.7,2.0,33.3
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,8,2017,Male,41,311.0,2.0,4.9,21.0,51.2,16.0,39.0,2.0,4.9,18.0,43.9
06M311,AMISTAD DUAL LANGUAGE SCHOOL,7,2014,Female,30,313.0,5.0,16.7,11.0,36.7,12.0,40.0,2.0,6.7,14.0,46.7
16K584,MS 584,7,2015,Male,18,275.0,14.0,77.8,3.0,16.7,1.0,5.6,0.0,0.0,1.0,5.6
09X004,PSMS 004 CROTONA PARK WEST,5,2015,Male,19,273.0,13.0,68.4,6.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0
31R054,PS 054 CHARLES W LENG,3,2017,Female,55,322.0,7.0,12.7,17.0,30.9,23.0,41.8,8.0,14.5,31.0,56.4
25Q020,PS 020 JOHN BOWNE,4,2014,Male,125,298.0,34.0,27.2,58.0,46.4,24.0,19.2,9.0,7.2,33.0,26.4
09X218,PSIS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,8,2016,Male,50,310.0,6.0,12.0,21.0,42.0,19.0,38.0,4.0,8.0,23.0,46.0
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,8,2016,Female,44,301.0,8.0,18.2,23.0,52.3,12.0,27.3,1.0,2.3,13.0,29.5
19K108,PS 108 SAL ABBRACCIAMENTO,3,2015,Female,69,299.0,20.0,29.0,33.0,47.8,14.0,20.3,2.0,2.9,16.0,23.2
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,6,2014,Female,32,282.0,14.0,43.8,15.0,46.9,3.0,9.4,0.0,0.0,3.0,9.4
05M161,PS 161 PEDRO ALBIZU CAMPOS,All Grades,2013,Female,306,285.0,152.0,49.7,118.0,38.6,33.0,10.8,3.0,1.0,36.0,11.8
30Q002,PS 002 ALFRED ZIMBERG,5,2014,Female,55,308.0,14.0,25.5,21.0,38.2,14.0,25.5,6.0,10.9,20.0,36.4
02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,7,2013,Female,49,308.0,9.0,18.4,21.0,42.9,17.0,34.7,2.0,4.1,19.0,38.8
30Q112,PS 112 DUTCH KILLS,3,2017,Female,33,319.0,3.0,9.1,11.0,33.3,17.0,51.5,2.0,6.1,19.0,57.6
02M167,JHS 167 ROBERT F WAGNER,6,2017,Male,247,319.0,27.0,10.9,74.0,30.0,69.0,27.9,77.0,31.2,146.0,59.1
24Q068,PS 068 CAMBRIDGE,5,2017,Female,39,288.0,23.0,59.0,6.0,15.4,7.0,17.9,3.0,7.7,10.0,25.6
03M258,COMMUNITY ACTION SCHOOL  MS 258,6,2014,Male,41,284.0,19.0,46.3,19.0,46.3,3.0,7.3,0.0,0.0,3.0,7.3
27Q254,PS 254  THE ROSA PARKS SCHOOL,4,2014,Female,45,318.0,3.0,6.7,19.0,42.2,17.0,37.8,6.0,13.3,23.0,51.1
28Q101,PS 101 SCHOOL IN THE GARDENS,All Grades,2017,Male,147,324.0,19.0,12.9,35.0,23.8,53.0,36.1,40.0,27.2,93.0,63.3
32K347,IS 347 SCHOOL OF HUMANITIES,6,2014,Female,53,281.0,22.0,41.5,30.0,56.6,1.0,1.9,0.0,0.0,1.0,1.9
05M123,PS 123 MAHALIA JACKSON,7,2013,Male,24,286.0,12.0,50.0,9.0,37.5,3.0,12.5,0.0,0.0,3.0,12.5
29Q268,PSIS 268,8,2016,Male,27,313.0,1.0,3.7,12.0,44.4,11.0,40.7,3.0,11.1,14.0,51.9
03M191,THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,8,2016,Male,11,284.0,2.0,18.2,8.0,72.7,1.0,9.1,0.0,0.0,1.0,9.1
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,All Grades,2017,Female,112,293.0,40.0,35.7,54.0,48.2,12.0,10.7,6.0,5.4,18.0,16.1
03M163,PS 163 ALFRED E SMITH,3,2014,Female,48,324.0,3.0,6.3,17.0,35.4,21.0,43.8,7.0,14.6,28.0,58.3
27Q123,PS 123,5,2013,Female,55,299.0,16.0,29.1,33.0,60.0,5.0,9.1,1.0,1.8,6.0,10.9
13K113,MS 113 RONALD EDMONDS LEARNING CENTER,All Grades,2014,Male,315,284.0,136.0,43.2,148.0,47.0,25.0,7.9,6.0,1.9,31.0,9.8
20K185,PS 185 WALTER KASSENBROCK,5,2015,Male,73,312.0,11.0,15.1,29.0,39.7,24.0,32.9,9.0,12.3,33.0,45.2
02M111,PS 111 ADOLPH S OCHS,All Grades,2016,Male,91,302.0,26.0,28.6,35.0,38.5,24.0,26.4,6.0,6.6,30.0,33.0
32K045,PSIS 045 HORACE E GREENE,6,2014,Male,30,282.0,16.0,53.3,12.0,40.0,1.0,3.3,1.0,3.3,2.0,6.7
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE THE,8,2015,Female,42,292.0,14.0,33.3,22.0,52.4,5.0,11.9,1.0,2.4,6.0,14.3
10X315,PS 315 LAB SCHOOL,7,2013,Female,17,289.0,6.0,35.3,8.0,47.1,3.0,17.6,0.0,0.0,3.0,17.6
23K644,EAGLE ACADEMY FOR YOUNG MEN II,6,2014,Male,77,294.0,23.0,29.9,44.0,57.1,6.0,7.8,4.0,5.2,10.0,13.0
04M050,PS 050 VITO MARCANTONIO,3,2015,Female,10,286.0,7.0,70.0,2.0,20.0,0.0,0.0,1.0,10.0,1.0,10.0
23K284,THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS ART AND TECHNOLOGY,6,2015,Male,35,258.0,30.0,85.7,5.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0
32K291,JHS 291 ROLAND HAYES,8,2016,Female,58,285.0,23.0,39.7,30.0,51.7,4.0,6.9,1.0,1.7,5.0,8.6
02M150,PS 150,5,2013,Male,15,336.0,1.0,6.7,2.0,13.3,8.0,53.3,4.0,26.7,12.0,80.0
12X061,PS 061 FRANCISCO OLLER,All Grades,2016,Female,59,294.0,20.0,33.9,28.0,47.5,10.0,16.9,1.0,1.7,11.0,18.6
09X443,THE FAMILY SCHOOL,4,2015,Female,41,290.0,20.0,48.8,13.0,31.7,7.0,17.1,1.0,2.4,8.0,19.5
08X130,PS 130 ABRAM STEVENS HEWITT,5,2014,Male,34,288.0,18.0,52.9,11.0,32.4,5.0,14.7,0.0,0.0,5.0,14.7
14K582,MS 582,8,2014,Male,53,289.0,20.0,37.7,22.0,41.5,9.0,17.0,2.0,3.8,11.0,20.8
21K095,PS 095 THE GRAVESEND,All Grades,2013,Male,262,296.0,85.0,32.4,112.0,42.7,50.0,19.1,15.0,5.7,65.0,24.8
24Q091,PS 091 RICHARD ARKWRIGHT,5,2016,Male,51,297.0,19.0,37.3,17.0,33.3,11.0,21.6,4.0,7.8,15.0,29.4
25Q189,JHS 189 DANIEL CARTER BEARD,8,2017,Male,112,309.0,20.0,17.9,44.0,39.3,33.0,29.5,15.0,13.4,48.0,42.9
17K002,PARKSIDE PREPARATORY ACADEMY,All Grades,2013,Male,229,283.0,116.0,50.7,79.0,34.5,29.0,12.7,5.0,2.2,34.0,14.8
10X007,MILTON FEIN SCHOOL,3,2013,Male,57,303.0,20.0,35.1,16.0,28.1,16.0,28.1,5.0,8.8,21.0,36.8
03M087,PS 087 WILLIAM SHERMAN,All Grades,2016,Male,175,335.0,9.0,5.1,40.0,22.9,68.0,38.9,58.0,33.1,126.0,72.0
28Q055,PS 055 MAURE,4,2015,Female,44,308.0,8.0,18.2,18.0,40.9,15.0,34.1,3.0,6.8,18.0,40.9
21K101,PS 101 THE VERRAZANO,4,2015,Male,85,314.0,19.0,22.4,24.0,28.2,23.0,27.1,19.0,22.4,42.0,49.4
11X076,PS 076 THE BENNINGTON SCHOOL,3,2017,Female,80,290.0,38.0,47.5,25.0,31.3,15.0,18.8,2.0,2.5,17.0,21.3
13K008,PS 008 ROBERT FULTON,All Grades,2015,Male,166,320.0,23.0,13.9,52.0,31.3,59.0,35.5,32.0,19.3,91.0,54.8
04M096,PS 096 JOSEPH LANZETTA,6,2017,Female,29,282.0,13.0,44.8,14.0,48.3,2.0,6.9,0.0,0.0,2.0,6.9
09X128,MOTT HALL III,6,2015,Female,57,309.0,7.0,12.3,30.0,52.6,7.0,12.3,13.0,22.8,20.0,35.1
05M302,KAPPA IV,All Grades,2014,Female,82,282.0,37.0,45.1,41.0,50.0,4.0,4.9,0.0,0.0,4.0,4.9
25Q164,PS 164 QUEENS VALLEY,4,2014,Female,18,324.0,1.0,5.6,6.0,33.3,7.0,38.9,4.0,22.2,11.0,61.1
31R069,PS 069 DANIEL D TOMPKINS,3,2017,Male,95,311.0,17.0,17.9,42.0,44.2,29.0,30.5,7.0,7.4,36.0,37.9
17K353,ELIJAH STROUD MIDDLE SCHOOL,6,2014,Female,33,287.0,13.0,39.4,19.0,57.6,0.0,0.0,1.0,3.0,1.0,3.0
05M194,PS 194 COUNTEE CULLEN,4,2014,Female,11,276.0,6.0,54.5,5.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0
27Q104,PS 104 THE BAYS WATER,All Grades,2014,Female,140,287.0,68.0,48.6,42.0,30.0,25.0,17.9,5.0,3.6,30.0,21.4
01M063,THE STAR ACADEMY  PS63,All Grades,2015,Female,29,296.0,12.0,41.4,8.0,27.6,8.0,27.6,1.0,3.4,9.0,31.0
27Q090,PS 090 HORACE MANN,All Grades,2014,Male,198,297.0,75.0,37.9,72.0,36.4,44.0,22.2,7.0,3.5,51.0,25.8
14K380,PS 380 JOHN WAYNE ELEMENTARY,5,2014,Female,38,305.0,11.0,28.9,13.0,34.2,9.0,23.7,5.0,13.2,14.0,36.8
14K120,PS 120 CARLOS TAPIA,5,2016,Male,22,295.0,6.0,27.3,11.0,50.0,4.0,18.2,1.0,4.5,5.0,22.7
08X140,PS X140 THE EAGLE SCHOOL,5,2015,Male,47,275.0,30.0,63.8,13.0,27.7,3.0,6.4,1.0,2.1,4.0,8.5
11X076,PS 076 THE BENNINGTON SCHOOL,5,2016,Male,89,267.0,60.0,67.4,23.0,25.8,5.0,5.6,1.0,1.1,6.0,6.7
24Q071,PS 071 FOREST,All Grades,2016,Male,200,305.0,55.0,27.5,69.0,34.5,58.0,29.0,18.0,9.0,76.0,38.0
14K196,PS 196 TEN EYCK,5,2016,Female,12,288.0,4.0,33.3,8.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
25Q219,PS 219 PAUL KLAPPER,All Grades,2017,Female,195,318.0,25.0,12.8,60.0,30.8,74.0,37.9,36.0,18.5,110.0,56.4
31R003,PS 003 THE MARGARET GIOIOSA SCHOOL,All Grades,2016,Male,244,313.0,44.0,18.0,75.0,30.7,94.0,38.5,31.0,12.7,125.0,51.2
30Q235,ACADEMY FOR NEW AMERICANS,8,2017,Male,25,255.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01M034,PS 034 FRANKLIN D ROOSEVELT,7,2016,Male,23,301.0,5.0,21.7,12.0,52.2,5.0,21.7,1.0,4.3,6.0,26.1
29Q116,PSIS 116 WILLIAM C HUGHLEY,All Grades,2016,Female,217,301.0,54.0,24.9,108.0,49.8,46.0,21.2,9.0,4.1,55.0,25.3
18K135,PS 135 SHELDON A BROOKNER,5,2015,Male,35,292.0,18.0,51.4,8.0,22.9,7.0,20.0,2.0,5.7,9.0,25.7
25Q164,PS 164 QUEENS VALLEY,5,2016,Male,37,326.0,5.0,13.5,8.0,21.6,15.0,40.5,9.0,24.3,24.0,64.9
17K221,PS 221 TOUSSAINT L OUVERTURE,All Grades,2015,Female,97,301.0,26.0,26.8,40.0,41.2,28.0,28.9,3.0,3.1,31.0,32.0
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,All Grades,2014,Male,112,274.0,58.0,51.8,48.0,42.9,5.0,4.5,1.0,0.9,6.0,5.4
03M862,MOTT HALL II,7,2013,Male,53,314.0,7.0,13.2,23.0,43.4,16.0,30.2,7.0,13.2,23.0,43.4
26Q115,THE JAMES J AMBROSE SCHOOL,All Grades,2014,Male,137,320.0,22.0,16.1,34.0,24.8,57.0,41.6,24.0,17.5,81.0,59.1
09X004,PSMS 004 CROTONA PARK WEST,7,2016,Male,20,295.0,5.0,25.0,11.0,55.0,4.0,20.0,0.0,0.0,4.0,20.0
28Q055,PS 055 MAURE,All Grades,2016,Male,90,298.0,31.0,34.4,35.0,38.9,19.0,21.1,5.0,5.6,24.0,26.7
13K008,PS 008 ROBERT FULTON,8,2016,Male,23,317.0,1.0,4.3,8.0,34.8,10.0,43.5,4.0,17.4,14.0,60.9
12X047,PS 047 JOHN RANDOLPH,5,2013,Male,81,282.0,46.0,56.8,29.0,35.8,6.0,7.4,0.0,0.0,6.0,7.4
24Q049,PS 049 DOROTHY BONAWIT KOLE,6,2014,Male,65,308.0,11.0,16.9,31.0,47.7,13.0,20.0,10.0,15.4,23.0,35.4
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,6,2014,Male,15,271.0,9.0,60.0,4.0,26.7,0.0,0.0,2.0,13.3,2.0,13.3
31R011,PS 11 THOMAS DONGAN SCHOOL,3,2016,Female,20,304.0,6.0,30.0,9.0,45.0,3.0,15.0,2.0,10.0,5.0,25.0
10X390,MS 390,All Grades,2014,Female,195,280.0,99.0,50.8,81.0,41.5,13.0,6.7,2.0,1.0,15.0,7.7
27Q043,PS 043,5,2013,Male,50,283.0,24.0,48.0,25.0,50.0,1.0,2.0,0.0,0.0,1.0,2.0
23K327,PS 327 DR ROSE B ENGLISH,All Grades,2016,Male,142,273.0,87.0,61.3,49.0,34.5,6.0,4.2,0.0,0.0,6.0,4.2
05M046,PS 046 ARTHUR TAPPAN,4,2016,Female,45,287.0,23.0,51.1,18.0,40.0,4.0,8.9,0.0,0.0,4.0,8.9
20K229,PS 229 DYKER,3,2014,Female,60,335.0,1.0,1.7,12.0,20.0,35.0,58.3,12.0,20.0,47.0,78.3
23K184,PS 184 NEWPORT,6,2017,Female,18,284.0,7.0,38.9,9.0,50.0,2.0,11.1,0.0,0.0,2.0,11.1
22K312,PS 312 BERGEN BEACH,3,2016,Female,60,334.0,1.0,1.7,20.0,33.3,25.0,41.7,14.0,23.3,39.0,65.0
07X277,PS 277,All Grades,2017,Male,87,301.0,26.0,29.9,37.0,42.5,16.0,18.4,8.0,9.2,24.0,27.6
29Q038,PS 038 ROSEDALE,4,2015,Male,21,296.0,6.0,28.6,12.0,57.1,2.0,9.5,1.0,4.8,3.0,14.3
25Q107,PS 107 THOMAS A DOOLEY,3,2014,Female,61,303.0,17.0,27.9,22.0,36.1,21.0,34.4,1.0,1.6,22.0,36.1
06M098,PS 098 SHORAC KAPPOCK,4,2017,Female,39,285.0,20.0,51.3,8.0,20.5,6.0,15.4,5.0,12.8,11.0,28.2
32K123,PS 123 SUYDAM,4,2017,Male,47,299.0,17.0,36.2,17.0,36.2,11.0,23.4,2.0,4.3,13.0,27.7
06M173,PS 173,5,2015,Male,39,285.0,16.0,41.0,13.0,33.3,10.0,25.6,0.0,0.0,10.0,25.6
23K156,PS 156 WAVERLY,3,2016,Female,48,298.0,20.0,41.7,17.0,35.4,10.0,20.8,1.0,2.1,11.0,22.9
32K347,IS 347 SCHOOL OF HUMANITIES,8,2013,Female,61,273.0,38.0,62.3,21.0,34.4,2.0,3.3,0.0,0.0,2.0,3.3
20K185,PS 185 WALTER KASSENBROCK,All Grades,2017,Female,164,333.0,7.0,4.3,43.0,26.2,64.0,39.0,50.0,30.5,114.0,69.5
10X368,IN TECH ACADEMY  MS  HS 368,All Grades,2013,Male,253,279.0,140.0,55.3,83.0,32.8,27.0,10.7,3.0,1.2,30.0,11.9
24Q307,PIONEER ACADEMY,All Grades,2013,Male,207,295.0,79.0,38.2,86.0,41.5,35.0,16.9,7.0,3.4,42.0,20.3
15K839,MS 839,6,2016,Male,40,306.0,8.0,20.0,15.0,37.5,12.0,30.0,5.0,12.5,17.0,42.5
08X075,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,4,2016,Male,46,293.0,18.0,39.1,19.0,41.3,6.0,13.0,3.0,6.5,9.0,19.6
20K112,PS 112 LEFFERTS PARK,All Grades,2016,Female,129,326.0,11.0,8.5,42.0,32.6,41.0,31.8,35.0,27.1,76.0,58.9
